id,playtime_forever,is_free,price,genres,categories,tags,purchase_date,release_date,total_positive_reviews,total_negative_reviews
304,0,FALSE,3700,"Indie,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Includes level editor","Hacking,Simulation,Singleplayer,Programming,Indie,Great Soundtrack,Puzzle,Typing,Story Rich,Cyberpunk,Atmospheric,2D,Adventure,Sci-fi,Casual,Strategy,Education,Difficult,Horror,Multiplayer",2018/7/13,2015/8/12,8255,622
305,0.716666667,FALSE,8000,"Action,Massively Multiplayer,Simulation,Early Access","Multi-player,Online Multi-Player,Co-op,Online Co-op","Early Access,VR,Simulation,Massively Multiplayer,Early Access,Action,Violent,FPS",2018/10/21,2018/10/19,565,161
306,0,FALSE,4800,"Action,Indie,Strategy","Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Tower Defense,Indie,Strategy,Co-op,Multiplayer,Third-Person Shooter,Aliens,Sci-fi,Shooter,Online Co-Op",2018/6/21,2016/2/3,125,32
307,0.033333333,FALSE,6800,"Action,Adventure,RPG","Single-player,Multi-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Co-op,Dungeon Crawler,Action,RPG,Hack and Slash,Local Co-Op,Multiplayer,Adventure,Top-Down,4 Player Local,Arcade,Remake,Classic,Fantasy,Online Co-Op,Local Multiplayer,Action RPG,Isometric,Casual,Old School",2018/6/5,2014/9/23,3361,969
308,22.35,FALSE,11900,"Action,Adventure","Single-player,Multi-player,Steam Achievements,Full controller support","Open World,Action,Multiplayer,Third Person,First-Person,Crime,Shooter,Adventure,Singleplayer,Third-Person Shooter,Mature,Racing,Atmospheric,Co-op,Sandbox,Funny,Great Soundtrack,Comedy,Masterpiece,Moddable",2018/6/22,2015/4/13,330688,127502
309,20.61666667,FALSE,24800,"Action,Adventure,RPG","Single-player,Steam Achievements,Steam Trading Cards,Captions available,In-App Purchases,Partial Controller Support","Open World,RPG,Assassin,Singleplayer,Action,Historical,Adventure,Stealth,Story Rich,Third Person,Parkour,Female Protagonist,Sexual Content,Choices Matter,Violent,Atmospheric,Great Soundtrack,Nudity,Multiplayer,Gore",2019/3/1,2018/10/5,24088,4546
310,0,FALSE,7800,"Indie,RPG,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Turn-Based Combat,Dark Fantasy,Dungeon Crawler,RPG,Rogue-like,Lovecraftian,Difficult,Turn-Based,Singleplayer,Perma Death,Atmospheric,Strategy,Dark,Indie,2D,Horror,Rogue-lite,Gothic,Fantasy,Kickstarter",2019/2/20,2016/1/19,41141,6291
311,0,FALSE,6800,"Action,Indie,RPG,Strategy","Single-player,Steam Achievements,Full controller support,Steam Cloud","Indie,Action,RPG,Rogue-lite,Strategy,Card Game,Singleplayer,Action RPG,Top-Down,Dungeon Crawler,Fantasy,Arcade,Trading Card Game,Difficult,Action-Adventure,Hack and Slash,Rogue-like,Procedural Generation,Adventure,Blood",2019/7/8,2016/3/29,363,67
312,0.166666667,FALSE,6999900,Action,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes Source SDK,Commentary available","Zombies,Co-op,FPS,Multiplayer,Shooter,Action,Online Co-Op,Survival,Horror,First-Person,Gore,Team-Based,Moddable,Survival Horror,Post-apocalyptic,Singleplayer,Adventure,Local Co-Op,Replay Value,Tactical",2017/3/10,2009/11/16,166310,5827
313,0,FALSE,7200,"Action,Adventure,Indie","Single-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Adventure,Co-op,Puzzle,Action,Platformer,Fantasy,Local Co-Op,3D Platformer,Indie,Atmospheric,Great Soundtrack,RPG,Short,Multiplayer,3D Vision,Local Multiplayer,Singleplayer,Controller,Physics,Early Access",2018/4/8,2015/8/20,2983,1438
314,0,FALSE,6400,"Action,RPG","Single-player,Steam Achievements,Full controller support,Steam Cloud","FPS,Action,Singleplayer,RPG,Story Rich,First-Person,Shooter,Atmospheric,Horror,Sci-fi,Dystopian,Adventure,Underwater,Steampunk,Great Soundtrack,Dark,Multiplayer,Alternate History,Remake,Open World",2018/3/28,2016/9/15,2557,2333
315,0,FALSE,10000,"Action,RPG,Simulation,Strategy","Single-player,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud","Space,Open World,RPG,Action,Sci-fi,Strategy,Simulation,Singleplayer,Space Sim,Sandbox,4X,Moddable,Base Building,Strategy RPG,Indie,Early Access,3D",2018/4/23,2017/5/23,1653,616
316,0,FALSE,11200,Action,"Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Nudity,Sexual Content,Anime,Mature,Action,Female Protagonist,Hack and Slash,Cute,Fighting,Ninja,Multiplayer,Beat 'em up,Singleplayer,Story Rich,Great Soundtrack,JRPG,Dating Sim,Visual Novel,RPG,Co-op",2019/5/1,2017/3/17,2800,129
317,0.05,FALSE,3600,"Simulation,Strategy",Single-player,"Simulation,Strategy,Economy,Medieval,RPG,Trading,City Builder,Singleplayer,Politics,Multiplayer,Management,Sandbox,Resource Management,Historical,Open World,Building,Violent,Spectacle fighter,Swordplay,Submarine",2019/5/1,2010/7/28,1753,459
318,2.016666667,FALSE,7000,"Adventure,Indie,RPG,Strategy","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","RPG,Turn-Based Combat,Adventure,Online Co-Op,Co-op,Strategy,Turn-Based,Rogue-like,Multiplayer,Turn-Based Strategy,Party-Based RPG,Indie,Board Game,Fantasy,Rogue-lite,Strategy RPG,Hex Grid,Difficult,Local Co-Op,Early Access",2019/6/9,2018/4/19,4633,865
319,0.816666667,FALSE,2100,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Puzzle,Mystery,Atmospheric,Point & Click,Hidden Object,Adventure,Indie,Singleplayer,Horror,Short,Lovecraftian,Psychological Horror,Steampunk,Story Rich,First-Person,Casual,Dark,Great Soundtrack",2017/6/28,2016/7/5,7790,185
320,0,FALSE,11200,"RPG,Simulation,Strategy","Single-player,Multi-player,Steam Trading Cards","Grand Strategy,Medieval,Strategy,Historical,Simulation,RPG,Sandbox,Politics,Multiplayer,Diplomacy,Replay Value,Singleplayer,Real-Time with Pause,Moddable,Political,Character Customization,Great Soundtrack,RTS,Education,Co-op",2017/12/13,2012/2/14,20898,2062
321,0,FALSE,6800,"Violent,Action,Adventure,Casual,Indie,Simulation","Single-player,Steam Achievements,Steam Trading Cards","Action,Indie,Adventure,Violent,Casual,VR,Simulation,FPS,First-Person,Military,Shooter,Singleplayer,Funny,Horror,Gore,Memes,Competitive,Retro,Arcade,Gun Customization",2018/11/25,2017/8/4,177,4
322,1.366666667,TRUE,0,"Adventure,Indie,RPG,Strategy","Single-player,Steam Achievements,Captions available,Partial Controller Support,Steam Cloud","RPG,Post-apocalyptic,Turn-Based,Strategy,Tactical,Adventure,Isometric,Singleplayer,Kickstarter,CRPG,Open World,Indie,Turn-Based Strategy,Sci-fi,Crowdfunded,Survival,Atmospheric,Exploration,Old School,Early Access",2017/6/23,2014/9/18,0,0
323,1.266666667,FALSE,9800,"Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Choices Matter,Adventure,Story Rich,RPG,Detective,Puzzle,Mystery,Episodic,Historical,Singleplayer,Horror,Atmospheric,Nudity,Illuminati,Choose Your Own Adventure,Multiple Endings,Violent,Conspiracy,Point & Click",2018/11/21,2018/3/13,1306,258
324,0.283333333,FALSE,3800,"Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","Simulation,Strategy,Puzzle,Physics,Singleplayer,Sandbox",2017/11/5,2016/10/18,2099,87
325,3.15,FALSE,9000,Indie,"Single-player,Steam Leaderboards","VR,Rhythm,Music,Great Soundtrack,Indie,Fast-Paced,Singleplayer,First-Person,Moddable,Difficult,Sports,Action,Swordplay,Early Access,Memes,Star Wars,Anime,Multiplayer,Music-Based Procedural Generation,Futuristic",2018/5/1,2019/5/21,15327,949
326,0,FALSE,3600,Action,"Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Full controller support,Stats,Steam Leaderboards","Action,Beat 'em up,Local Co-Op,Side Scroller,Co-op,Platformer,Online Co-Op,Arcade,Multiplayer,Fighting,Local Multiplayer,RPG,2D,Controller,Fantasy,Indie,Hack and Slash,Singleplayer",2017/4/4,2013/4/16,331,127
327,0,FALSE,4800,RPG,Single-player,"RPG,Open World,Hack and Slash,Action RPG,Multiplayer,Co-op,Fantasy,Singleplayer,Loot,Action,Adventure,Isometric,Female Protagonist,Sandbox,Character Customization,Masterpiece,Atmospheric,Dark Fantasy",2017/4/4,2012/12/21,845,333
328,0,FALSE,1800,"Adventure,Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Visual Novel,Adventure,Indie,RPG,Choices Matter,Singleplayer,Multiple Endings,Point & Click,Short,Story Rich,Sexual Content",2018/3/15,2014/7/10,1688,233
329,2.383333333,FALSE,24800,"Action,Adventure","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Stats","Adventure,Action,Open World,Sci-fi,Remake,Third Person,Singleplayer,Story Rich,Cult Classic,Classic",2018/10/30,2017/11/14,251,35
330,0,FALSE,6800,Action,"Single-player,Steam Achievements,Full controller support,Captions available,Steam Cloud","Action,Sci-fi,Platformer,Metroidvania,Comedy,Side Scroller,Retro,Funny,Great Soundtrack",2018/5/9,2016/7/25,378,42
331,2.533333333,FALSE,8800,"Adventure,Indie","Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Stats,Includes level editor","Cute,3D Platformer,Great Soundtrack,Female Protagonist,Adventure,Indie,Platformer,Funny,Exploration,Colorful,Third Person,Singleplayer,Open World,Comedy,Moddable,Family Friendly,Co-op,Action,Kickstarter,Atmospheric",2019/6/28,2017/10/5,15943,296
332,0.316666667,TRUE,0,"Adventure,Casual,Free to Play,Massively Multiplayer,Simulation,Sports,Early Access","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Partial Controller Support","Early Access,VR,Free to Play,Memes,Anime,Funny,Multiplayer,Early Access,Massively Multiplayer,First-Person,Psychological Horror,Open World,Simulation,Casual,Sexual Content,Adventure,Horror,Nudity,MMORPG,Sports",2018/2/27,2017/2/1,135,29
333,0,FALSE,4800,"Action,Indie","Single-player,Local Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Top-Down,Beat 'em up,Indie,Gore,Fighting,Hack and Slash,Violent,Martial Arts,Controller,Twin Stick Shooter,Spectacle fighter,Shooter,Fast-Paced,Arena Shooter,Character Action Game,Action-Adventure,Silent Protagonist,Mouse only,Co-op",2019/6/27,2017/8/1,854,204
334,0,FALSE,11800,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","RPG,Comedy,Adventure,Funny,Turn-Based,Dark Humor,Singleplayer,Action,Mature,2D,Satire,Nudity,Masterpiece,Cartoon,Open World,Story Rich,Fantasy,Epic,Turn-Based Strategy,Zombies",2019/6/28,2014/3/5,27271,741
335,0,FALSE,2500,Adventure,"Single-player,Steam Trading Cards,Steam Cloud","Point & Click,Adventure,Classic,Horror,Retro,Based On A Novel,Story Rich,Cult Classic,Singleplayer,1990's,Dark,2D,Masterpiece,Great Soundtrack,Funny,Post-apocalyptic,Surreal,Puzzle,Cyberpunk,Old School",2019/2/27,2013/10/17,730,90
336,0.683333333,FALSE,4800,Action,"Single-player,VR Support,SteamVR Collectibles","VR,Action,Space,Great Soundtrack,Shooter,First-Person,Pirates,FPS,Early Access,Sci-fi,Arcade",2017/11/19,2017/10/12,1949,94
337,0,FALSE,9900,Action,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Stealth,Action,First-Person,Female Protagonist,Steampunk,Singleplayer,Assassin,Atmospheric,Violent,Story Rich,Magic,Adventure,Open World,Dark,Choices Matter,Gore,Parkour,FPS,Immersive Sim,Fantasy",2019/7/24,2017/9/14,2292,463
338,0,FALSE,5000,Adventure,"Single-player,Steam Achievements,Full controller support","Batman,Superhero,Story Rich,Choices Matter,Adventure,Singleplayer,Episodic,Action,Atmospheric,Quick-Time Events,Point & Click,Dark,Comic Book,Choose Your Own Adventure,Detective,Violent,Noir,Visual Novel,Gore,Hidden Object",2018/2/5,2016/8/2,5034,1589
339,5.883333333,FALSE,3600,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Point & Click,Comedy,Puzzle,Singleplayer,Funny,Story Rich,Indie,2D,Dark Humor,Great Soundtrack,Hand-drawn,Steampunk,Classic,Masterpiece,Retro,Sci-fi,Dystopian,Cult Classic,1990's",2016/11/9,2012/8/6,5641,687
340,0.083333333,FALSE,4000,"Action,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie,Twin Stick Shooter,VR,Platformer,Difficult",2018/3/4,2015/9/3,58,0
341,0.616666667,TRUE,0,"Free to Play,Indie","Single-player,Full controller support","Free to Play,Walking Simulator,First-Person,Indie,Singleplayer,Adventure,Multiplayer,Simulation,Short,Open World,Atmospheric,Survival,Great Soundtrack,Story Rich,Action,Early Access,Family Friendly,Funny,Strategy,VR",2016/12/3,2016/5/31,42,32
342,1.116666667,FALSE,7900,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Adventure,Point & Click,Comedy,Singleplayer,Puzzle,Indie,Funny,Masterpiece,Story Rich,Great Soundtrack,2D,Hand-drawn,Steampunk,Dark Humor,Retro,Classic,Sci-fi",2016/11/13,2012/11/6,1142,108
343,0,FALSE,7900,"Adventure,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Point & Click,Indie,Female Protagonist,Fantasy,Dark Humor,Dark,Singleplayer,Puzzle,Horror,Atmospheric,Comedy",2018/4/21,2015/7/2,609,92
344,0.05,FALSE,4800,"Adventure,Indie,RPG,Strategy","Single-player,Steam Trading Cards,Steam Workshop,Steam Cloud,Includes level editor","RPG,Cyberpunk,Turn-Based,Isometric,Sci-fi,Indie,Strategy,Singleplayer,Tactical,Kickstarter,Moddable,Adventure,CRPG,Story Rich,Crowdfunded,Fantasy,Turn-Based Strategy,Atmospheric,Dystopian,Female Protagonist",2017/10/28,2013/7/25,6383,833
345,63.8,FALSE,8000,"Indie,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Card Game,Rogue-like,Turn-Based,Strategy,Singleplayer,Rogue-lite,Replay Value,Indie,Difficult,Dungeon Crawler,RPG,Mouse only,Early Access,Great Soundtrack,2D,Procedural Generation,Fantasy,Casual,Touch-Friendly,Addictive",2017/12/4,2019/1/23,31062,1077
346,0,FALSE,3600,"Adventure,Indie,RPG","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Story Rich,Indie,Great Soundtrack,RPGMaker,Adventure,Pixel Graphics,RPG,Cute,Emotional,Singleplayer,Puzzle,Anime,2D,Atmospheric,Fantasy,Horror",2019/2/27,2017/5/10,1975,44
347,23.63333333,FALSE,20800,"Action,Adventure","Single-player,Multi-player,Co-op,Steam Trading Cards,In-App Purchases,Partial Controller Support","Open World,Shooter,Action,Co-op,Multiplayer,Tactical,Stealth,Third-Person Shooter,Military,Singleplayer,FPS,Third Person,Adventure,Online Co-Op,Strategy,Survival,Sandbox,First-Person,Atmospheric,PvP",2018/2/16,2017/3/6,23338,7681
348,0,FALSE,2000,"Adventure,Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards","Adventure,Indie,Interactive Fiction,Casual,Based On A Novel,Point & Click,Narration,Singleplayer,Story Rich,Horror,Thriller",2019/3/28,2013/4/25,263,63
349,0.333333333,FALSE,4800,"Action,Indie,RPG","Single-player,Local Multi-Player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards","Pixel Graphics,Zombies,Action,Rogue-like,Survival,Local Co-Op,Indie,Character Customization,Comedy,Great Soundtrack,RPG,Rogue-lite,Funny,Difficult,2D,Replay Value,Multiplayer,Co-op,Memes,Adventure",2017/3/25,2016/7/21,3083,202
350,2.45,FALSE,3700,Action,"Single-player,Multi-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Quick-Time Events,Rome,Action,Hack and Slash,Third Person,Historical,Gore,Adventure,Singleplayer,Multiplayer,War,Linear,Atmospheric,Co-op,Benchmark,RPG,Nudity,Masterpiece,Open World,Short",2018/1/23,2014/10/10,11922,2303
351,0,FALSE,5000,"Action,Adventure,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Indie,Adventure,Action,Action-Adventure,Exploration,Top-Down,RPG,Singleplayer,Action RPG,Retro,Puzzle,Family Friendly,Fantasy,Funny,Colorful,Atmospheric,Great Soundtrack,Story Rich,Metroidvania,Open World",2018/11/17,2017/5/5,106,23
352,0.783333333,FALSE,8800,"Action,Simulation","Single-player,Multi-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Simulation,Action,VR,Flight",2017/11/24,2016/12/20,150,91
353,0,FALSE,6800,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Batman,Action,Open World,Superhero,Stealth,Adventure,Third Person,Singleplayer,Detective,Fighting,Atmospheric,Story Rich,Dark,Comic Book,Masterpiece,Beat 'em up,Puzzle,Mature,Strategy,Sandbox",2018/8/15,2015/6/23,19008,4849
354,0,FALSE,8300,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Hack and Slash,Adventure,RPG,Open World,Singleplayer,Third Person,Fantasy,Puzzle,Story Rich,Great Soundtrack,Action RPG,Dark Fantasy,Parkour,Loot,Spectacle fighter,Gore,Controller,Multiplayer,Metroidvania",2018/1/30,2015/11/5,5099,1719
355,0,FALSE,6800,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,FPS,Adventure,Shooter,Cyberpunk,Robots,Singleplayer,Sci-fi,Nudity,First-Person,Horror",2017/9/23,2016/6/3,718,159
356,0,FALSE,10000,"Indie,Strategy","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer","Strategy,Turn-Based Strategy,Indie,Grand Strategy,Fantasy,Multiplayer,Moddable,Turn-Based,Difficult,Singleplayer,God Game,4X,Addictive,RPG,Masterpiece,Mythology,Sandbox",2018/3/5,2013/12/5,915,102
